TILE_ID,NUMBER,ra,dec,CLASS_STAR,uJAVA,J0378,J0395,J0410,J0430,gSDSS,J0515,rSDSS,J0660,iSDSS,J0861,zSDSS,StellarLoMaR,isTrain,isSimbad,High_confidence,teff_lasp,logg_lasp,feh_lasp
88234,10755,106.1685897,35.70385894,0.923,16.3239231,16.1544876,15.7890005,15.0321064,14.8076649,14.1943216,13.984621,13.4718142,13.3719845,13.2026243,13.1171684,13.0923862,0.946777344,0,0,0,,,
88234,11746,105.6162174,35.74188843,0.998,16.1223698,15.9421644,15.5982952,14.867631,14.6506081,14.0748615,13.8709164,13.3811922,13.2921286,13.1257219,13.0412636,13.0322094,0.947753906,0,1,0,,,
88234,12659,106.1497124,35.77979291,0.998,16.5379753,16.335434,15.9722996,15.0999298,14.8067684,14.0906181,13.8728628,13.2688093,13.1583118,12.9478092,12.8320704,12.804184,0.972167969,0,1,1,,,
88234,13280,105.6468033,35.8009919,0.892,16.1122475,15.9472084,15.572588,14.8398275,14.6343765,14.0396881,13.8582306,13.3484087,13.2585316,13.1064606,13.0339861,13.020339,0.874023438,0,0,0,,,
88234,13417,105.6788377,35.80649611,0.934,17.0053997,16.8357639,16.2766838,15.4535599,14.989006,14.2347727,14.0511894,13.330718,13.2088699,13.0144167,12.891099,12.8670034,0.940429688,0,0,0,,,
88234,14076,105.6348622,35.83518858,0.971,16.9115791,16.7307854,16.303112,15.386179,15.0413399,14.2959833,14.0803375,13.4232521,13.3015518,13.0819359,12.9487753,12.9276009,0.963867188,0,0,1,4572.11,2.844,-0.117
88234,14241,106.212738,35.83842736,0.991,16.0811348,15.8873615,15.562212,14.8024063,14.5421648,13.9030237,13.6939001,13.1310215,13.0232201,12.8318262,12.7253361,12.6954174,0.978515625,0,0,1,4750.76,2.791,-0.228
88234,16038,106.3666458,35.91063704,0.962,17.501833,17.230793,17.092638,16.2767162,16.1324844,15.5415249,15.3325367,14.8407507,14.7500973,14.5572548,14.4533205,14.4356318,0.704101563,0,0,0,,,
88234,16475,105.4546754,35.92595824,0.766,17.4142685,17.194912,16.9211807,16.1737442,15.9863758,15.3244438,15.1281681,14.5920238,14.4863091,14.2926922,14.1715918,14.1604757,0.847167969,0,0,0,,,
88234,17890,106.6423626,35.97482693,0.994,15.8448944,15.6468143,15.4188585,14.6264811,14.4149685,13.8313589,13.6207647,13.1448917,13.0452309,12.8926411,12.8038979,12.784277,0.971679688,0,0,1,,,
88234,18181,105.3640216,35.98697887,0.936,16.4150143,16.1811981,15.9720974,15.0930347,14.8833151,14.2229824,14.0162992,13.4290733,13.312788,13.0961809,12.9729795,12.9406948,0.959960938,0,0,1,,,
88234,18572,105.9065424,36.00386007,0.903,16.5020084,16.2760849,16.0423813,15.2093067,14.9511976,14.2857084,14.0527315,13.4960384,13.3876581,13.1799364,13.0625153,13.032094,0.967773438,0,0,1,4683.57,2.184,-0.493
88234,18816,105.9956016,36.01357249,0.982,16.5761261,16.3918495,16.0165005,15.1783056,14.8638887,14.2011175,13.980032,13.4017191,13.2976313,13.1081772,13.0089188,12.981163,0.976074219,0,0,1,,,
88234,18959,105.6677349,36.02135077,0.812,16.7929459,16.6615372,16.1880989,15.4561329,15.1526508,14.5398273,14.342865,13.7997322,13.7013636,13.5477753,13.4625607,13.4492893,0.676269531,0,0,0,,,
88234,19026,105.6319166,36.02156814,0.996,16.5821877,16.3640118,16.0849724,15.2506895,15.0248594,14.3688631,14.1389637,13.6077261,13.5029869,13.3187275,13.212698,13.2000046,0.96875,0,0,1,4900.56,2.492,-0.318
88234,20206,105.6310746,36.07004562,0.877,16.9227867,16.7185173,16.4580441,15.637455,15.4052753,14.719449,14.4834433,13.9078274,13.7937803,13.57337,13.444829,13.4203091,0.963867188,0,0,1,,,
88234,20580,105.6095233,36.08298104,0.995,15.7464075,15.5138121,15.3226299,14.5607824,14.3744707,13.7864599,13.5615387,13.0981922,13.0065136,12.8348122,12.7444239,12.7278376,0.923339844,0,0,0,,,
88234,20640,105.2202201,36.08606801,0.891,16.4169655,16.2823792,15.9117775,15.1162434,14.8689251,14.2266245,14.0386314,13.4811382,13.377182,13.2122421,13.1141567,13.0972576,0.944824219,0,0,0,,,
88234,20723,106.0602569,36.08831727,0.994,15.9733486,15.8637142,15.4701157,14.7139111,14.4826756,13.8862457,13.6932287,13.1879969,13.09482,12.9453907,12.8693209,12.8510008,0.911621094,0,1,0,5069.86,3.584,-0.108
88234,21543,106.0919324,36.12125812,0.717,16.7559376,16.5519485,16.3205566,15.5566034,15.381237,14.8161392,14.6141977,14.1597424,14.0710697,13.9083872,13.8293419,13.8109837,0.611816406,0,0,0,,,
88234,21694,106.1134624,36.12524945,0.991,16.5953751,16.3435345,16.1228142,15.3369474,15.1699696,14.5420151,14.3245382,13.8321514,13.7220736,13.5451994,13.4433079,13.421814,0.956542969,0,0,1,,,
88234,21754,105.3828849,36.12096309,0.98,16.0559864,15.7955246,15.5979071,14.7897673,14.5931482,13.9642544,13.7311754,13.2319117,13.1275988,12.9435368,12.8386879,12.8130884,0.938964844,0,0,0,,,
88234,22850,105.1673891,36.17243353,0.859,17.5479069,17.208313,17.1517677,16.4908619,16.3248062,15.8429403,15.6139717,15.201582,15.1084108,14.9396725,14.8546944,14.8354511,0.857910156,0,0,0,,,
88234,23349,106.5583259,36.18820396,0.991,17.1568604,16.9690304,16.6938591,15.82936,15.6088409,14.9390135,14.7256126,14.1720734,14.0674267,13.8713694,13.7524757,13.7345467,0.871582031,0,1,0,,,
88234,23803,105.9015192,36.20451915,0.96,16.3169365,16.0980453,15.8672466,15.0247526,14.8203297,14.1736488,13.9754591,13.4445782,13.3371792,13.149704,13.0424547,13.0212641,0.966796875,0,1,1,,,
88234,24034,106.3048122,36.21569806,0.937,16.8861027,16.6605186,16.4207802,15.6586695,15.4690228,14.8563166,14.6421413,14.1308355,14.0300407,13.8453827,13.7440128,13.7178116,0.84765625,0,0,0,,,
88234,25002,105.480279,36.25194124,0.947,16.5568562,16.1326237,16.1107178,15.241396,15.071413,14.4374819,14.1889114,13.6647768,13.549633,13.3225794,13.2029266,13.1719351,0.830566406,0,0,0,,,
88234,25273,105.0426639,36.26053569,0.985,16.5917854,16.3119354,16.1121502,15.3150816,15.1449337,14.500186,14.2777386,13.750864,13.6500111,13.4487648,13.343154,13.3073368,0.901367188,0,0,0,,,
88234,25691,106.1957028,36.27576345,0.976,15.9235878,15.630475,15.5597982,14.783186,14.6596823,14.1018372,13.8929501,13.4447622,13.3530827,13.1813297,13.0865059,13.0729561,0.952636719,0,0,1,,,
88234,25830,105.7104968,36.28527227,0.786,16.7723675,16.6998558,16.2727318,15.4776974,15.2051115,14.569519,14.3629189,13.8120422,13.7069817,13.5342903,13.429121,13.4143486,0.915527344,0,0,0,,,
88234,27153,106.1261364,36.43338977,0.806,16.100153,15.8412085,15.6952496,14.919672,14.7409964,14.1620302,13.9329119,13.4673386,13.3763943,13.1995811,13.1014166,13.083456,0.977539063,0,0,1,,,
88234,27798,105.0609062,36.41099937,0.796,17.1112328,16.8555412,16.7073936,15.9114189,15.7481861,15.1317005,14.9081383,14.4278164,14.3336906,14.1468496,14.0524817,14.0318689,0.875488281,0,0,0,,,
88234,28820,105.0036583,36.37277659,0.851,16.6189804,16.3647346,16.2512302,15.5278463,15.403841,14.7974606,14.5926828,14.08529,13.9954376,13.7755051,13.6739559,13.6388731,0.904785156,0,0,0,,,
88234,28859,105.1306871,36.37134991,0.864,17.0193825,16.7584419,16.4998016,15.7467527,15.562727,14.9814167,14.7809391,14.2886696,14.195981,14.0194721,13.9269228,13.9118614,0.688476563,0,0,0,,,
88234,28860,105.5520248,36.37472387,0.964,16.4267521,16.3443565,15.8698273,15.1011219,14.7833319,14.107089,13.9098587,13.3201284,13.2192993,13.0364275,12.9314814,12.9109764,0.944824219,0,0,0,,,
88234,29652,105.0544413,36.33026042,0.893,16.8345261,16.6604233,16.4763451,15.7008381,15.4992437,14.8928518,14.6916218,14.1731205,14.0780039,13.8929405,13.7981091,13.7742529,0.85546875,0,0,0,,,
88234,30783,105.8275778,36.68095842,0.999,16.0246677,15.8775787,15.5953922,14.8208342,14.6220846,14.0495653,13.8387585,13.3678093,13.2872725,13.1126823,13.0298328,13.0134087,0.931152344,0,0,0,,,
88234,30795,105.8067565,36.6749894,0.974,15.9093523,15.7657213,15.4864798,14.7229424,14.5476856,13.9533587,13.7407274,13.2508993,13.1678591,12.9842701,12.8914995,12.8695793,0.970214844,0,1,1,,,
88234,31704,105.5253168,36.637858,0.902,16.8469162,16.6910896,16.3932171,15.6352825,15.4284487,14.8239288,14.5938263,14.0928526,14.0022573,13.8107471,13.7108212,13.6930008,0.832519531,0,0,0,,,
88234,31815,105.810593,36.64266016,0.753,16.2036819,16.0919418,15.9143658,15.8124037,15.8744631,15.9362392,16.000576,16.2437496,16.3877831,16.4966717,16.6525383,16.7478294,0.654296875,0,0,0,,,
88234,32167,105.1933583,36.63761178,0.887,16.1841145,16.0177822,15.6953144,14.8750668,14.5865059,13.9280548,13.7081547,13.1222105,13.020999,12.8316288,12.7238655,12.705246,0.9375,0,1,0,,,
88234,32481,105.9354446,36.61280017,0.946,16.8291302,16.6014118,16.3095131,15.4419718,15.183568,14.4908314,14.2664165,13.6591759,13.5458384,13.3264456,13.1964512,13.1703711,0.96484375,0,0,1,,,
88234,33914,105.8773933,36.53941182,0.898,16.5427971,16.3351479,16.043087,15.2573118,15.0388956,14.4135799,14.2143631,13.6727905,13.5803986,13.3958969,13.2899771,13.2667513,0.958007813,0,1,1,,,
88234,34061,106.0688482,36.5556822,0.956,15.973875,15.8862038,15.4841366,14.70928,14.4479485,13.8408928,13.637146,13.0980082,13.0057287,12.8377228,12.7320623,12.7139044,0.663574219,0,1,0,,,
88234,34235,105.6304274,36.54813257,0.987,16.2267075,16.0143185,15.7786484,14.9837532,14.7961283,14.1753178,13.9508781,13.45224,13.358552,13.1735878,13.077199,13.0582905,0.957519531,0,0,1,,,
88234,35102,106.0970409,36.51381819,0.958,16.5322571,16.2809048,16.0485191,15.2331553,14.9903641,14.3294735,14.0967846,13.5568724,13.4533453,13.2521029,13.1345882,13.1109591,0.974121094,0,0,1,,,
88234,35534,105.9367375,36.5037305,0.91,16.194767,15.97855,15.7311993,14.9863014,14.8055782,14.2008696,13.9670811,13.4810791,13.3900785,13.205986,13.108408,13.0878038,0.96484375,0,0,1,,,
87185,350,121.6170667,32.51649305,1,14.9783754,15.0761986,15.0605202,15.0599079,15.1191759,15.2441463,15.3473616,15.6756992,15.8506451,16.0318985,16.2818127,16.3376389,0.704589844,0,0,0,,,
87185,384,122.2405083,32.51773782,0.905,16.6388874,16.3623905,16.2234116,15.5119057,15.3801003,14.8161316,14.6183491,14.1502552,14.0550575,13.8853607,13.8018551,13.7665386,0.8125,0,1,0,,,
87185,676,121.8687039,32.53637274,1,17.4247856,17.166975,16.9970169,16.2298412,16.1167564,15.5582285,15.3842688,14.9127216,14.8369474,14.6678181,14.6019468,14.5746765,0.720703125,0,0,0,,,
87185,2340,121.6037439,32.62913335,0.977,17.9420624,17.6639805,17.4708729,16.8135071,16.7330322,16.1963043,15.9894857,15.5516291,15.4709291,15.3077145,15.222765,15.2154484,0.733886719,0,0,0,,,
87185,2495,122.1773043,32.63845703,0.979,17.5692272,17.1869736,17.2330208,16.59095,16.5079689,16.0193634,15.8131657,15.4019814,15.3240509,15.1345167,15.0540209,15.0300064,0.952636719,0,0,1,,,
87185,3059,121.9159918,32.66780554,0.997,17.929348,17.7254906,17.3856754,16.6016617,16.424202,15.812397,15.61938,15.0744629,14.9827719,14.8375416,14.750329,14.7368908,0.7578125,0,0,0,,,
87185,4108,122.4115466,32.72491612,0.979,17.2165489,16.8409805,16.8977489,16.3746223,16.3071976,15.9302282,15.7531328,15.417717,15.3561506,15.2200394,15.1547089,15.1447639,0.934082031,0,0,0,,,
87185,4350,121.5837019,32.73093848,0.997,17.3959007,17.2638741,16.7861633,15.9223576,15.5493259,14.8122282,14.606204,13.9420519,13.8296356,13.6518898,13.5224056,13.4932175,0.981933594,0,0,1,,,
87185,4617,121.5699079,32.75461262,1,17.4674644,17.110321,17.0058479,16.3032227,16.1631622,15.6546373,15.468441,15.0298901,14.9401875,14.788949,14.695158,14.6766243,0.792480469,0,0,0,,,
87185,5077,122.9200854,32.77990706,0.976,17.0434284,16.7073212,16.6348839,15.9046841,15.7685957,15.2506084,15.0394306,14.6121807,14.5309505,14.3751411,14.2917652,14.2786121,0.869140625,0,0,0,,,
87185,5384,122.2666157,32.78990553,0.999,16.5527115,16.4387684,15.9566555,15.0716305,14.7280235,14.031641,13.8682976,13.1904745,13.0775747,12.9086952,12.8079138,12.7681398,0.9765625,0,0,1,,,
87185,5422,122.7369639,32.7977705,0.958,16.6457138,16.5463715,16.0763855,15.3288879,15.0713739,14.4296331,14.253932,13.6793137,13.5838852,13.4450693,13.3644867,13.3424606,0.641113281,0,0,0,,,
87185,5445,123.082511,32.79758046,0.95,16.5112019,16.2007332,16.0722427,15.2848644,15.115839,14.5705233,14.3638144,13.9102383,13.8244219,13.6654301,13.5791502,13.5571842,0.837890625,0,0,0,5046.67,2.811,-0.479
87185,6020,121.5393678,32.82925824,1,16.4698124,16.1136246,15.9821911,15.728466,15.6731586,15.4813814,15.3651886,15.1942329,15.1850071,15.1076031,15.0943575,15.1077709,0.634277344,0,0,0,,,
87185,6603,122.2528154,32.86069859,0.948,17.342041,17.1662712,16.8684216,15.9192762,15.6185961,14.8554344,14.6229944,13.9876146,13.8671722,13.6473141,13.5113878,13.4754887,0.984863281,0,0,1,,,
87185,6994,122.9926825,32.88688938,1,17.8469906,17.3661003,17.2028618,16.9066277,16.7884216,16.4646988,16.311409,15.9431429,15.8849277,15.7192869,15.6332664,15.6151524,0.689941406,0,0,0,,,
87185,8062,122.9426958,32.93032174,1,16.3279228,16.0348034,15.9102545,15.1490517,15.0172577,14.4310913,14.2185326,13.7562046,13.6727524,13.5078917,13.4156132,13.3895168,0.896972656,0,0,0,,,
87185,8572,122.5574815,32.96053973,0.85,17.1610165,17.0129948,16.6921616,15.9022293,15.722208,15.1335506,14.947485,14.4294844,14.3461075,14.2007446,14.1140842,14.0949383,0.655273438,0,0,0,,,
87185,9084,121.9749792,32.98405155,0.997,16.9760017,16.7202873,16.6230373,15.8780432,15.7481928,15.2087841,15.040329,14.5639677,14.4843454,14.3244247,14.2311058,14.213089,0.807128906,0,0,0,,,
87185,11528,123.1034179,33.11965789,0.998,17.8165207,17.6111031,17.3570938,16.5635853,16.4121857,15.791029,15.6368399,15.0921535,14.9984846,14.8289261,14.7455549,14.7156677,0.643066406,0,1,0,,,
87185,12683,122.6532516,33.18128683,0.999,16.8310394,16.5981178,16.4306335,15.677145,15.5723295,15.0268717,14.8385849,14.3997965,14.3232641,14.175231,14.1122684,14.0867538,0.789550781,0,0,0,,,
87185,12880,122.8400047,33.19093845,0.881,16.9398518,16.7979126,16.5096626,15.7127037,15.5164146,14.8637915,14.6287975,14.120595,14.0276251,13.8547821,13.7561779,13.7283173,0.872070313,0,0,0,,,
87185,12949,122.3388194,33.19852597,1,17.1402931,16.9655533,16.7661285,15.9847183,15.8488922,15.2958117,15.1223145,14.6387062,14.5546122,14.4017677,14.3130684,14.2993183,0.640625,0,0,0,,,
87185,14421,122.7293728,33.28986182,0.999,17.6924877,17.3668728,17.4507217,16.7321358,16.6728992,16.2057915,16.0041103,15.638423,15.5567751,15.417592,15.3333769,15.3083134,0.85546875,0,0,0,,,
87185,15319,122.8935546,33.4145969,1,17.884613,17.6721039,17.4020081,16.565012,16.4149055,15.8237743,15.6450911,15.0937767,15.0061769,14.8493538,14.7594357,14.7388592,0.71875,0,0,0,,,
87185,15795,121.4987789,33.57349694,1,17.8801289,17.4778252,17.5385418,16.9281044,16.8552933,16.3768978,16.1850471,15.7643642,15.6859159,15.5079823,15.433115,15.4067802,0.762207031,0,0,0,,,
87185,17887,122.6768202,33.45332116,0.999,16.4756794,16.1827488,15.9912844,15.3487244,15.1167116,14.6451149,14.3755579,13.9424267,13.8875637,13.6506243,13.5503302,13.6086636,0.969238281,0,0,1,,,
87185,20010,122.9258605,33.33298589,0.999,16.8821106,16.4584599,16.4471149,15.5935259,15.3925667,14.7583914,14.5134077,13.9589844,13.8471928,13.6278868,13.4997921,13.4666233,0.984375,0,0,1,,,
87185,20497,122.0533409,33.89224303,0.975,17.76194,17.5155144,17.4295502,16.6021996,16.4337635,15.8918457,15.6824083,15.2222805,15.1347866,14.9802065,14.89888,14.8742876,0.790039063,0,0,0,,,
87185,20842,122.3237043,33.87047406,0.963,15.3483925,15.1450205,15.0012922,14.3061657,14.2306499,13.7222939,13.5546694,13.1348858,13.0627928,12.9233494,12.858057,12.8422108,0.895996094,0,0,0,,,
87185,21870,122.0334683,33.81406504,0.999,15.8791037,15.6679745,15.4623413,14.7084541,14.5341721,13.92101,13.7062979,13.2207403,13.1366806,12.9733572,12.884903,12.8629608,0.934570313,1,0,0,4883.53,2.182,-0.609
87185,23051,121.5486618,33.74039669,0.98,16.1454144,16.1297703,16.1499023,16.1609421,16.1532097,16.2496357,16.2932739,16.5488625,16.6494827,16.8066044,17.0051689,17.0265503,0.708984375,0,0,0,,,
87185,24333,122.5855829,33.66755265,0.9,16.5612717,16.0142097,15.8458204,15.5368881,15.4726524,15.2493429,15.1345873,14.898962,14.8635502,14.785552,14.7357988,14.737751,0.918457031,0,0,0,,,
87185,25057,122.3563099,33.62183051,0.998,17.5505581,17.285347,16.9759407,15.8824987,15.327363,14.2700357,14.0145884,13.1186371,12.9477444,12.6502037,12.4436779,12.4082966,0.983886719,0,0,1,,,
88240,1207,107.4245605,35.32536447,0.999,17.0370827,16.7953472,16.6175804,15.7951183,15.5883312,14.9498253,14.7413406,14.2032576,14.0896244,13.9113855,13.7874584,13.757452,0.965820313,0,0,1,,,
88240,2051,107.674584,35.35585565,0.94,17.2201271,17.0762138,16.5772018,15.7754059,15.3971777,14.724823,14.554368,13.9127579,13.8037605,13.6527271,13.5455961,13.5248508,0.707519531,0,0,0,,,
88240,2748,107.4145741,35.38693531,0.976,17.3879833,17.1194172,16.9338493,16.206337,16.0717945,15.5085011,15.3220224,14.8760424,14.7833071,14.6387825,14.5556173,14.5402107,0.836914063,0,0,0,,,
88240,3802,106.7725897,35.42122889,0.991,17.7923775,17.5027351,17.3334198,16.7246819,16.5920734,16.0769768,15.8710785,15.4611588,15.3774509,15.2269421,15.1214857,15.1182756,0.725585938,0,0,0,,,
88240,3909,108.0611936,35.42591897,0.993,17.4758759,17.1597595,17.0251961,16.2990379,16.1508083,15.5712843,15.3496847,14.8975124,14.8028889,14.6479034,14.5527754,14.5336494,0.788574219,0,0,0,,,
88240,4553,106.8011356,35.44554877,0.996,17.5111732,17.2999954,17.1334991,16.355114,16.2068119,15.6233282,15.4052267,14.9288521,14.8292608,14.6647749,14.5489082,14.5371933,0.837890625,0,0,0,,,
88240,7055,107.8677714,35.53902309,0.918,17.5952644,17.2865181,17.1664658,16.4965096,16.3618584,15.8410683,15.6424475,15.2208939,15.1376801,14.9819489,14.8959112,14.8709965,0.808105469,0,0,0,,,
88240,7202,107.6410252,35.53466761,0.867,16.7082005,16.6236687,16.1958427,15.4013577,15.1317358,14.5209808,14.3094406,13.7785101,13.6844521,13.5368328,13.4312868,13.4051228,0.801757813,0,0,0,,,
88240,7833,107.4353547,35.56037108,0.971,17.421339,17.1640167,16.9148903,16.1657314,15.9847488,15.3781872,15.1903114,14.687006,14.5899391,14.4286022,14.3309374,14.312067,0.896484375,0,0,0,,,
88240,10080,107.6513037,35.64614153,0.994,17.8162918,17.7676239,17.4497929,16.5997276,16.4153481,15.7983475,15.6200609,15.088397,14.9912138,14.8453283,14.7529364,14.7342777,0.723144531,0,0,0,,,
88240,10486,107.6816368,35.65502467,0.998,16.8533878,16.7080688,16.3975353,15.5509377,15.3240471,14.6704073,14.4524384,13.8967705,13.792263,13.6036177,13.4883118,13.4530611,0.967773438,0,0,1,,,
88240,10866,107.6277879,35.67242375,0.895,17.723217,17.3716125,17.1896896,16.5702095,16.3826981,15.8584557,15.6548233,15.2043552,15.1207047,14.9553871,14.8665142,14.8462629,0.8515625,0,0,0,,,
88240,12047,107.7999893,35.71476973,0.995,17.3458481,17.2257233,16.9015656,16.1389809,15.9770145,15.4122324,15.2256432,14.7063646,14.6064539,14.4589825,14.3717299,14.3502636,0.6484375,0,0,0,,,
88240,12152,106.9399894,35.70834905,0.957,16.1419296,15.9191113,15.6730976,14.9080954,14.7063293,14.074399,13.8558521,13.3451385,13.2511911,13.1744051,12.9763899,12.9521418,0.988769531,0,0,1,,,
88240,14482,107.8178555,35.79931886,0.999,17.1830158,16.9558716,16.6521072,15.8742495,15.6424465,15.0168486,14.8186398,14.2937107,14.1884117,14.0687237,13.9566212,13.9225845,0.856445313,0,0,0,,,
88240,14658,107.2163716,35.80564083,0.999,17.4598312,17.3116646,16.9522381,16.0760574,15.7249527,15.0479326,14.8426418,14.2031994,14.091486,13.9044352,13.7761841,13.7463894,0.920410156,0,0,0,,,
88240,15452,106.8117185,35.83500398,0.834,16.9108429,16.6094742,16.4551086,15.8270693,15.7208319,15.2103977,15.0110245,14.5901747,14.5073395,14.3472137,14.2731009,14.2471094,0.903320313,0,0,0,,,
88240,17564,107.77059,35.90557129,0.999,17.1808739,17.1470032,16.804451,15.9696808,15.7425365,15.1213179,14.9267273,14.3644018,14.2722712,14.0995674,14.0023708,13.9691076,0.931640625,0,0,0,,,
88240,17766,108.1729697,35.91164903,0.991,16.2352982,16.0171623,15.7785511,14.9942188,14.807066,14.2378235,14.0398235,13.5539989,13.4689732,13.3200703,13.2339478,13.2114544,0.640625,0,0,0,4940.71,3.021,-0.336
88240,18762,106.9841885,35.94680906,0.981,16.1517391,15.9839954,15.8268976,15.129468,15.0348005,14.5212669,14.3292084,13.9130783,13.8358698,13.6951733,13.6229391,13.5980177,0.650878906,0,1,0,,,
88240,20370,108.2329519,36.0045286,0.951,16.1059532,15.7718477,15.6689548,14.9576359,14.8152895,14.2676773,14.0565176,13.619195,13.5332279,13.413806,13.2798452,13.2600441,0.971191406,0,0,1,,,
88240,21251,108.0319601,36.03888253,0.95,17.3274384,17.030735,16.7678299,15.8437901,15.5752287,14.8005905,14.5454893,13.9114208,13.7821293,13.5499334,13.4061737,13.360342,0.976074219,0,0,1,,,
88240,21828,107.4899149,36.06470571,0.869,17.1054745,16.8563957,16.7098389,16.0875549,16.0151443,15.5118771,15.3283691,14.9224768,14.8451948,14.6935577,14.603941,14.5869923,0.901367188,0,0,0,,,
88240,22262,106.8214485,36.07750212,0.839,17.2222404,16.9726543,16.8391571,16.0900784,15.9748516,15.4293976,15.2253857,14.7723236,14.6900234,14.5304966,14.4470606,14.4222269,0.867675781,0,0,0,,,
88240,23683,107.6709758,36.12623285,0.999,17.1094494,16.8981094,16.6855507,15.9406567,15.7463617,15.1509914,14.9323425,14.4356203,14.3343887,14.1578112,14.0589314,14.0247383,0.966308594,0,0,1,,,
88240,23782,107.2217657,36.12982067,0.83,17.1954308,16.9921703,16.7538815,16.0394974,15.8674355,15.3105984,15.0840378,14.6374903,14.554225,14.3770933,14.2810936,14.263607,0.879882813,0,0,0,,,
88240,24018,107.6794779,36.13660893,0.996,17.110775,16.8446941,16.7059364,15.9619913,15.8197374,15.2923937,15.0949173,14.6559563,14.5759392,14.4259701,14.3429565,14.3219471,0.705566406,0,0,0,,,
88240,24451,107.2758239,36.14753424,0.998,16.398098,16.1437016,15.9306498,15.1856422,15.0224152,14.4269896,14.2027826,13.7165651,13.6280127,13.4544048,13.3599796,13.3247614,0.957519531,0,0,1,,,
88240,24953,107.4367184,36.16719998,0.99,16.399971,16.2352982,16.0198097,15.2333965,15.0657234,14.4654808,14.2497177,13.7453375,13.6549664,13.5021114,13.3714352,13.3449993,0.968261719,0,1,1,,,
88240,25529,107.1651776,36.18692915,0.918,16.8984985,16.7259483,16.4107666,15.6280184,15.3899927,14.7797928,14.5782967,14.0523119,13.9687548,13.8101292,13.7186861,13.6880054,0.874511719,0,0,0,,,
88240,25896,108.3368693,36.20059129,0.979,17.245306,16.9562836,16.6959839,15.8163357,15.5784655,14.8622589,14.6080399,14.0051098,13.8756008,13.6650772,13.5240278,13.4874058,0.981933594,0,0,1,,,
88240,28407,107.7225523,36.29181818,0.967,17.7420597,17.633913,17.3077087,16.5309639,16.2957821,15.6850624,15.4714336,14.9350128,14.8299847,14.6530075,14.5409307,14.5262823,0.849121094,0,0,0,,,
88240,29019,106.8472161,36.31696909,0.838,17.3185997,17.1221657,16.9476204,16.2386665,16.1329613,15.6116467,15.4246407,14.9901628,14.9034176,14.7736568,14.6899662,14.668129,0.6796875,0,0,0,,,
88240,29728,108.3544993,36.33961929,0.995,17.6583748,17.5074348,17.390625,16.4999466,16.3269787,15.7466774,15.599966,15.0145092,14.9133625,14.7771301,14.7039423,14.6809311,0.7109375,0,0,0,,,
88240,30998,107.6008883,36.66974734,0.892,16.0129662,15.9190903,15.6101265,14.856041,14.6753902,14.1166153,13.9181767,13.4535923,13.3635769,13.2556477,13.1330366,13.1151743,0.78125,0,0,0,,,
88240,31080,107.7490038,36.66520296,0.995,17.2348099,17.0604897,16.7618103,16.025528,15.8582668,15.2303772,15.0263023,14.5236588,14.4089794,14.2339754,14.1235847,14.0920296,0.935546875,0,0,0,,,
88240,31959,107.6318951,36.63911789,0.988,16.7159576,16.5234222,16.2829571,15.5444145,15.3850479,14.8058815,14.5902967,14.1148376,14.0223446,13.8576288,13.7558241,13.733717,0.782714844,0,0,0,,,
88240,32865,108.0681446,36.60740989,0.993,17.7269268,17.5180969,17.2624817,16.4933681,16.3522682,15.7737675,15.5902081,15.0819082,14.9706221,14.8206329,14.7227345,14.6978054,0.816894531,0,0,0,,,
88240,37274,107.1544002,36.46327243,0.842,16.8485451,16.6772842,16.3895016,15.6524239,15.473258,14.8494005,14.6285744,14.1170864,14.0126095,13.8425941,13.7317581,13.7067986,0.741699219,0,0,0,,,
88240,38175,107.2710596,36.41559921,0.948,16.8946533,16.688261,16.4633808,15.6447363,15.4629717,14.840991,14.6149359,14.1027613,14.0051308,13.8293877,13.7063465,13.6845398,0.944824219,0,0,0,,,
88240,39256,107.941154,36.41139163,0.999,17.4304371,17.3139534,17.0741024,16.2243919,16.053978,15.4553938,15.2621307,14.7529516,14.6547489,14.4976692,14.4188166,14.3897448,0.830078125,0,0,0,,,
87197,739,123.9676264,32.53717328,0.984,17.5385094,17.4184494,17.1471882,16.3716583,16.1784477,15.6215582,15.4148026,14.924428,14.8407335,14.6714821,14.5776892,14.5485401,0.851074219,0,1,0,,,
87197,836,124.6411133,32.54239238,0.986,17.3352985,16.971817,16.8817825,16.2457657,16.1335678,15.6418571,15.4484978,15.0579929,14.9855404,14.8393326,14.7694988,14.7536478,0.904296875,0,0,0,,,
87197,1201,124.7227157,32.55857365,1,17.1437244,16.9030876,16.7080612,15.9691477,15.7917824,15.2103653,15.0143156,14.5345821,14.4370232,14.2877579,14.2021437,14.183836,0.876464844,0,1,0,,,
87197,2619,124.4849873,32.62814462,0.999,16.3492126,16.2312813,15.8477468,15.0201397,14.6758347,14.0040627,13.8208714,13.1853371,13.0804157,12.9005814,12.7892532,12.7583475,0.972167969,0,1,1,4581.86,2.875,-0.216
87197,2897,123.5383178,32.65125923,0.98,17.4971771,17.2082119,17.0382652,16.2317314,16.060194,15.4884443,15.3027611,14.8151455,14.7219229,14.5605354,14.47122,14.4441395,0.814941406,0,0,0,,,
87197,4579,124.3745287,32.74504731,0.98,17.6160278,17.4275227,17.1959,16.4413414,16.3178024,15.7733288,15.5860062,15.1036034,15.0175428,14.8517799,14.7729216,14.7430239,0.800292969,0,1,0,,,
